"";"Country.Region";"Lat";"Long";"date";"name";"confirmed";"death";"recovered"
"7640";"Hungary";47,1625;19,5033;2020-04-22;"Hungary";70;12;8
"7641";"Hungary";47,1625;19,5033;2020-04-23;"Hungary";116;14;95
"7642";"Hungary";47,1625;19,5033;2020-04-24;"Hungary";159;23;68
"7643";"Hungary";47,1625;19,5033;2020-04-25;"Hungary";0;0;0
"7644";"Hungary";47,1625;19,5033;2020-04-26;"Hungary";57;10;27
"7645";"Hungary";47,1625;19,5033;2020-04-27;"Hungary";83;8;13
"7646";"Hungary";47,1625;19,5033;2020-04-28;"Hungary";66;11;18
"7647";"Hungary";47,1625;19,5033;2020-04-29;"Hungary";78;9;20
"7648";"Hungary";47,1625;19,5033;2020-04-30;"Hungary";48;12;45
"7649";"Hungary";47,1625;19,5033;2020-05-01;"Hungary";88;11;28
"7650";"Hungary";47,1625;19,5033;2020-05-02;"Hungary";79;12;16
"7651";"Iceland";64,9631;-19,0208;2020-01-22;"Iceland";0;0;0
"7652";"Iceland";64,9631;-19,0208;2020-01-23;"Iceland";0;0;0
"7653";"Iceland";64,9631;-19,0208;2020-01-24;"Iceland";0;0;0
"7654";"Iceland";64,9631;-19,0208;2020-01-25;"Iceland";0;0;0
"7655";"Iceland";64,9631;-19,0208;2020-01-26;"Iceland";0;0;0
"7656";"Iceland";64,9631;-19,0208;2020-01-27;"Iceland";0;0;0
"7657";"Iceland";64,9631;-19,0208;2020-01-28;"Iceland";0;0;0
"7658";"Iceland";64,9631;-19,0208;2020-01-29;"Iceland";0;0;0
"7659";"Iceland";64,9631;-19,0208;2020-01-30;"Iceland";0;0;0
"7660";"Iceland";64,9631;-19,0208;2020-01-31;"Iceland";0;0;0
"7661";"Iceland";64,9631;-19,0208;2020-02-01;"Iceland";0;0;0
"7662";"Iceland";64,9631;-19,0208;2020-02-02;"Iceland";0;0;0
"7663";"Iceland";64,9631;-19,0208;2020-02-03;"Iceland";0;0;0
"7664";"Iceland";64,9631;-19,0208;2020-02-04;"Iceland";0;0;0
"7665";"Iceland";64,9631;-19,0208;2020-02-05;"Iceland";0;0;0
"7666";"Iceland";64,9631;-19,0208;2020-02-06;"Iceland";0;0;0
"7667";"Iceland";64,9631;-19,0208;2020-02-07;"Iceland";0;0;0
"7668";"Iceland";64,9631;-19,0208;2020-02-08;"Iceland";0;0;0
"7669";"Iceland";64,9631;-19,0208;2020-02-09;"Iceland";0;0;0
"7670";"Iceland";64,9631;-19,0208;2020-02-10;"Iceland";0;0;0
"7671";"Iceland";64,9631;-19,0208;2020-02-11;"Iceland";0;0;0
"7672";"Iceland";64,9631;-19,0208;2020-02-12;"Iceland";0;0;0
"7673";"Iceland";64,9631;-19,0208;2020-02-13;"Iceland";0;0;0
"7674";"Iceland";64,9631;-19,0208;2020-02-14;"Iceland";0;0;0
"7675";"Iceland";64,9631;-19,0208;2020-02-15;"Iceland";0;0;0
"7676";"Iceland";64,9631;-19,0208;2020-02-16;"Iceland";0;0;0
"7677";"Iceland";64,9631;-19,0208;2020-02-17;"Iceland";0;0;0
"7678";"Iceland";64,9631;-19,0208;2020-02-18;"Iceland";0;0;0
"7679";"Iceland";64,9631;-19,0208;2020-02-19;"Iceland";0;0;0
"7680";"Iceland";64,9631;-19,0208;2020-02-20;"Iceland";0;0;0
"7681";"Iceland";64,9631;-19,0208;2020-02-21;"Iceland";0;0;0
"7682";"Iceland";64,9631;-19,0208;2020-02-22;"Iceland";0;0;0
"7683";"Iceland";64,9631;-19,0208;2020-02-23;"Iceland";0;0;0
"7684";"Iceland";64,9631;-19,0208;2020-02-24;"Iceland";0;0;0
"7685";"Iceland";64,9631;-19,0208;2020-02-25;"Iceland";0;0;0
"7686";"Iceland";64,9631;-19,0208;2020-02-26;"Iceland";0;0;0
"7687";"Iceland";64,9631;-19,0208;2020-02-27;"Iceland";0;0;0
"7688";"Iceland";64,9631;-19,0208;2020-02-28;"Iceland";1;0;0
"7689";"Iceland";64,9631;-19,0208;2020-02-29;"Iceland";0;0;0
"7690";"Iceland";64,9631;-19,0208;2020-03-01;"Iceland";2;0;0
"7691";"Iceland";64,9631;-19,0208;2020-03-02;"Iceland";3;0;0
"7692";"Iceland";64,9631;-19,0208;2020-03-03;"Iceland";5;0;0
"7693";"Iceland";64,9631;-19,0208;2020-03-04;"Iceland";15;0;0
"7694";"Iceland";64,9631;-19,0208;2020-03-05;"Iceland";8;0;0
"7695";"Iceland";64,9631;-19,0208;2020-03-06;"Iceland";9;0;0
"7696";"Iceland";64,9631;-19,0208;2020-03-07;"Iceland";7;0;0
"7697";"Iceland";64,9631;-19,0208;2020-03-08;"Iceland";0;0;0
"7698";"Iceland";64,9631;-19,0208;2020-03-09;"Iceland";8;0;0
"7699";"Iceland";64,9631;-19,0208;2020-03-10;"Iceland";11;0;1
"7700";"Iceland";64,9631;-19,0208;2020-03-11;"Iceland";16;0;0
"7701";"Iceland";64,9631;-19,0208;2020-03-12;"Iceland";18;0;0
"7702";"Iceland";64,9631;-19,0208;2020-03-13;"Iceland";31;0;0
"7703";"Iceland";64,9631;-19,0208;2020-03-14;"Iceland";22;0;0
"7704";"Iceland";64,9631;-19,0208;2020-03-15;"Iceland";15;5;7
"7705";"Iceland";64,9631;-19,0208;2020-03-16;"Iceland";9;-5;-8
"7706";"Iceland";64,9631;-19,0208;2020-03-17;"Iceland";40;1;0
"7707";"Iceland";64,9631;-19,0208;2020-03-18;"Iceland";30;0;5
"7708";"Iceland";64,9631;-19,0208;2020-03-19;"Iceland";80;0;0
"7709";"Iceland";64,9631;-19,0208;2020-03-20;"Iceland";79;-1;0
"7710";"Iceland";64,9631;-19,0208;2020-03-21;"Iceland";64;1;17
"7711";"Iceland";64,9631;-19,0208;2020-03-22;"Iceland";95;0;14
"7712";"Iceland";64,9631;-19,0208;2020-03-23;"Iceland";20;0;0
"7713";"Iceland";64,9631;-19,0208;2020-03-24;"Iceland";60;1;15
"7714";"Iceland";64,9631;-19,0208;2020-03-25;"Iceland";89;0;5
"7715";"Iceland";64,9631;-19,0208;2020-03-26;"Iceland";65;0;26
"7716";"Iceland";64,9631;-19,0208;2020-03-27;"Iceland";88;0;15
"7717";"Iceland";64,9631;-19,0208;2020-03-28;"Iceland";73;0;17
"7718";"Iceland";64,9631;-19,0208;2020-03-29;"Iceland";57;0;21
"7719";"Iceland";64,9631;-19,0208;2020-03-30;"Iceland";66;0;22
"7720";"Iceland";64,9631;-19,0208;2020-03-31;"Iceland";49;0;41
"7721";"Iceland";64,9631;-19,0208;2020-04-01;"Iceland";85;0;27
"7722";"Iceland";64,9631;-19,0208;2020-04-02;"Iceland";99;2;59
"7723";"Iceland";64,9631;-19,0208;2020-04-03;"Iceland";45;0;25
"7724";"Iceland";64,9631;-19,0208;2020-04-04;"Iceland";53;0;87
"7725";"Iceland";64,9631;-19,0208;2020-04-05;"Iceland";69;0;32
"7726";"Iceland";64,9631;-19,0208;2020-04-06;"Iceland";76;2;32
"7727";"Iceland";64,9631;-19,0208;2020-04-07;"Iceland";24;0;99
"7728";"Iceland";64,9631;-19,0208;2020-04-08;"Iceland";30;0;74
"7729";"Iceland";64,9631;-19,0208;2020-04-09;"Iceland";32;0;55
"7730";"Iceland";64,9631;-19,0208;2020-04-10;"Iceland";27;1;63
"7731";"Iceland";64,9631;-19,0208;2020-04-11;"Iceland";14;1;90
"7732";"Iceland";64,9631;-19,0208;2020-04-12;"Iceland";12;0;48
"7733";"Iceland";64,9631;-19,0208;2020-04-13;"Iceland";10;0;44
"7734";"Iceland";64,9631;-19,0208;2020-04-14;"Iceland";9;0;56
"7735";"Iceland";64,9631;-19,0208;2020-04-15;"Iceland";7;0;88
"7736";"Iceland";64,9631;-19,0208;2020-04-16;"Iceland";12;0;67
"7737";"Iceland";64,9631;-19,0208;2020-04-17;"Iceland";15;1;80
"7738";"Iceland";64,9631;-19,0208;2020-04-18;"Iceland";6;0;67
"7739";"Iceland";64,9631;-19,0208;2020-04-19;"Iceland";11;0;0
"7740";"Iceland";64,9631;-19,0208;2020-04-20;"Iceland";2;1;71
"7741";"Iceland";64,9631;-19,0208;2020-04-21;"Iceland";5;0;55
"7742";"Iceland";64,9631;-19,0208;2020-04-22;"Iceland";7;0;45
"7743";"Iceland";64,9631;-19,0208;2020-04-23;"Iceland";4;0;47
"7744";"Iceland";64,9631;-19,0208;2020-04-24;"Iceland";0;0;33
"7745";"Iceland";64,9631;-19,0208;2020-04-25;"Iceland";1;0;28
"7746";"Iceland";64,9631;-19,0208;2020-04-26;"Iceland";2;0;38
"7747";"Iceland";64,9631;-19,0208;2020-04-27;"Iceland";0;0;16
"7748";"Iceland";64,9631;-19,0208;2020-04-28;"Iceland";3;0;12
"7749";"Iceland";64,9631;-19,0208;2020-04-29;"Iceland";2;0;20
"7750";"Iceland";64,9631;-19,0208;2020-04-30;"Iceland";0;0;14
"7751";"Iceland";64,9631;-19,0208;2020-05-01;"Iceland";1;0;19
"7752";"Iceland";64,9631;-19,0208;2020-05-02;"Iceland";0;0;17
"7753";"India";21;78;2020-01-22;"India";0;0;0
"7754";"India";21;78;2020-01-23;"India";0;0;0
"7755";"India";21;78;2020-01-24;"India";0;0;0
"7756";"India";21;78;2020-01-25;"India";0;0;0
"7757";"India";21;78;2020-01-26;"India";0;0;0
"7758";"India";21;78;2020-01-27;"India";0;0;0
"7759";"India";21;78;2020-01-28;"India";0;0;0
"7760";"India";21;78;2020-01-29;"India";0;0;0
"7761";"India";21;78;2020-01-30;"India";1;0;0
"7762";"India";21;78;2020-01-31;"India";0;0;0
"7763";"India";21;78;2020-02-01;"India";0;0;0
"7764";"India";21;78;2020-02-02;"India";1;0;0
"7765";"India";21;78;2020-02-03;"India";1;0;0
"7766";"India";21;78;2020-02-04;"India";0;0;0
"7767";"India";21;78;2020-02-05;"India";0;0;0
"7768";"India";21;78;2020-02-06;"India";0;0;0
"7769";"India";21;78;2020-02-07;"India";0;0;0
"7770";"India";21;78;2020-02-08;"India";0;0;0
"7771";"India";21;78;2020-02-09;"India";0;0;0
"7772";"India";21;78;2020-02-10;"India";0;0;0
"7773";"India";21;78;2020-02-11;"India";0;0;0
"7774";"India";21;78;2020-02-12;"India";0;0;0
"7775";"India";21;78;2020-02-13;"India";0;0;0
"7776";"India";21;78;2020-02-14;"India";0;0;0
"7777";"India";21;78;2020-02-15;"India";0;0;0
"7778";"India";21;78;2020-02-16;"India";0;0;3
"7779";"India";21;78;2020-02-17;"India";0;0;0
"7780";"India";21;78;2020-02-18;"India";0;0;0
"7781";"India";21;78;2020-02-19;"India";0;0;0
"7782";"India";21;78;2020-02-20;"India";0;0;0
"7783";"India";21;78;2020-02-21;"India";0;0;0
"7784";"India";21;78;2020-02-22;"India";0;0;0
"7785";"India";21;78;2020-02-23;"India";0;0;0
"7786";"India";21;78;2020-02-24;"India";0;0;0
"7787";"India";21;78;2020-02-25;"India";0;0;0
"7788";"India";21;78;2020-02-26;"India";0;0;0
"7789";"India";21;78;2020-02-27;"India";0;0;0
"7790";"India";21;78;2020-02-28;"India";0;0;0
"7791";"India";21;78;2020-02-29;"India";0;0;0
"7792";"India";21;78;2020-03-01;"India";0;0;0
"7793";"India";21;78;2020-03-02;"India";2;0;0
"7794";"India";21;78;2020-03-03;"India";0;0;0
"7795";"India";21;78;2020-03-04;"India";23;0;0
"7796";"India";21;78;2020-03-05;"India";2;0;0
"7797";"India";21;78;2020-03-06;"India";1;0;0
"7798";"India";21;78;2020-03-07;"India";3;0;0
"7799";"India";21;78;2020-03-08;"India";5;0;0
"7800";"India";21;78;2020-03-09;"India";4;0;0
"7801";"India";21;78;2020-03-10;"India";13;0;1
"7802";"India";21;78;2020-03-11;"India";6;1;0
"7803";"India";21;78;2020-03-12;"India";11;0;0
"7804";"India";21;78;2020-03-13;"India";9;1;0
"7805";"India";21;78;2020-03-14;"India";20;0;0
"7806";"India";21;78;2020-03-15;"India";11;0;9
"7807";"India";21;78;2020-03-16;"India";6;0;0
"7808";"India";21;78;2020-03-17;"India";23;1;1
"7809";"India";21;78;2020-03-18;"India";14;0;0
"7810";"India";21;78;2020-03-19;"India";38;1;1
"7811";"India";21;78;2020-03-20;"India";50;1;5
"7812";"India";21;78;2020-03-21;"India";86;-1;3
"7813";"India";21;78;2020-03-22;"India";66;3;4
"7814";"India";21;78;2020-03-23;"India";103;3;0
"7815";"India";21;78;2020-03-24;"India";37;0;13
"7816";"India";21;78;2020-03-25;"India";121;2;3
"7817";"India";21;78;2020-03-26;"India";70;8;2
"7818";"India";21;78;2020-03-27;"India";160;0;28
"7819";"India";21;78;2020-03-28;"India";100;4;11
"7820";"India";21;78;2020-03-29;"India";37;3;11
"7821";"India";21;78;2020-03-30;"India";227;5;7
"7822";"India";21;78;2020-03-31;"India";146;3;21
"7823";"India";21;78;2020-04-01;"India";601;23;25
"7824";"India";21;78;2020-04-02;"India";545;14;43
"7825";"India";21;78;2020-04-03;"India";24;0;1
"7826";"India";21;78;2020-04-04;"India";515;14;37
"7827";"India";21;78;2020-04-05;"India";506;13;0
"7828";"India";21;78;2020-04-06;"India";1190;37;146
"7829";"India";21;78;2020-04-07;"India";533;14;46
"7830";"India";21;78;2020-04-08;"India";605;28;85
"7831";"India";21;78;2020-04-09;"India";809;48;114
"7832";"India";21;78;2020-04-10;"India";873;20;154
"7833";"India";21;78;2020-04-11;"India";848;42;195
"7834";"India";21;78;2020-04-12;"India";759;43;111
"7835";"India";21;78;2020-04-13;"India";1248;27;101
"7836";"India";21;78;2020-04-14;"India";1034;35;178
"7837";"India";21;78;2020-04-15;"India";835;12;73
"7838";"India";21;78;2020-04-16;"India";1108;43;336
"7839";"India";21;78;2020-04-17;"India";922;38;273
"7840";"India";21;78;2020-04-18;"India";1370;35;422
"7841";"India";21;78;2020-04-19;"India";1893;38;391
"7842";"India";21;78;2020-04-20;"India";924;33;419
"7843";"India";21;78;2020-04-21;"India";1541;53;702
"7844";"India";21;78;2020-04-22;"India";1290;36;395
"7845";"India";21;78;2020-04-23;"India";1707;40;642
"7846";"India";21;78;2020-04-24;"India";1453;59;486
"7847";"India";21;78;2020-04-25;"India";1753;45;441
"7848";"India";21;78;2020-04-26;"India";1607;56;584
"7849";"India";21;78;2020-04-27;"India";1561;58;614
"7850";"India";21;78;2020-04-28;"India";1873;69;610
"7851";"India";21;78;2020-04-29;"India";1738;71;690
"7852";"India";21;78;2020-04-30;"India";1801;75;631
"7853";"India";21;78;2020-05-01;"India";2394;69;939
"7854";"India";21;78;2020-05-02;"India";2442;100;812
"7855";"Indonesia";-0,7893;113,9213;2020-01-22;"Indonesia";0;0;0
"7856";"Indonesia";-0,7893;113,9213;2020-01-23;"Indonesia";0;0;0
"7857";"Indonesia";-0,7893;113,9213;2020-01-24;"Indonesia";0;0;0
"7858";"Indonesia";-0,7893;113,9213;2020-01-25;"Indonesia";0;0;0
"7859";"Indonesia";-0,7893;113,9213;2020-01-26;"Indonesia";0;0;0
"7860";"Indonesia";-0,7893;113,9213;2020-01-27;"Indonesia";0;0;0
"7861";"Indonesia";-0,7893;113,9213;2020-01-28;"Indonesia";0;0;0
"7862";"Indonesia";-0,7893;113,9213;2020-01-29;"Indonesia";0;0;0
"7863";"Indonesia";-0,7893;113,9213;2020-01-30;"Indonesia";0;0;0
"7864";"Indonesia";-0,7893;113,9213;2020-01-31;"Indonesia";0;0;0
"7865";"Indonesia";-0,7893;113,9213;2020-02-01;"Indonesia";0;0;0
"7866";"Indonesia";-0,7893;113,9213;2020-02-02;"Indonesia";0;0;0
"7867";"Indonesia";-0,7893;113,9213;2020-02-03;"Indonesia";0;0;0
"7868";"Indonesia";-0,7893;113,9213;2020-02-04;"Indonesia";0;0;0
"7869";"Indonesia";-0,7893;113,9213;2020-02-05;"Indonesia";0;0;0
"7870";"Indonesia";-0,7893;113,9213;2020-02-06;"Indonesia";0;0;0
"7871";"Indonesia";-0,7893;113,9213;2020-02-07;"Indonesia";0;0;0
"7872";"Indonesia";-0,7893;113,9213;2020-02-08;"Indonesia";0;0;0
"7873";"Indonesia";-0,7893;113,9213;2020-02-09;"Indonesia";0;0;0
"7874";"Indonesia";-0,7893;113,9213;2020-02-10;"Indonesia";0;0;0
"7875";"Indonesia";-0,7893;113,9213;2020-02-11;"Indonesia";0;0;0
"7876";"Indonesia";-0,7893;113,9213;2020-02-12;"Indonesia";0;0;0
"7877";"Indonesia";-0,7893;113,9213;2020-02-13;"Indonesia";0;0;0
"7878";"Indonesia";-0,7893;113,9213;2020-02-14;"Indonesia";0;0;0
"7879";"Indonesia";-0,7893;113,9213;2020-02-15;"Indonesia";0;0;0
"7880";"Indonesia";-0,7893;113,9213;2020-02-16;"Indonesia";0;0;0
"7881";"Indonesia";-0,7893;113,9213;2020-02-17;"Indonesia";0;0;0
"7882";"Indonesia";-0,7893;113,9213;2020-02-18;"Indonesia";0;0;0
"7883";"Indonesia";-0,7893;113,9213;2020-02-19;"Indonesia";0;0;0
"7884";"Indonesia";-0,7893;113,9213;2020-02-20;"Indonesia";0;0;0
"7885";"Indonesia";-0,7893;113,9213;2020-02-21;"Indonesia";0;0;0
"7886";"Indonesia";-0,7893;113,9213;2020-02-22;"Indonesia";0;0;0
"7887";"Indonesia";-0,7893;113,9213;2020-02-23;"Indonesia";0;0;0
"7888";"Indonesia";-0,7893;113,9213;2020-02-24;"Indonesia";0;0;0
"7889";"Indonesia";-0,7893;113,9213;2020-02-25;"Indonesia";0;0;0
"7890";"Indonesia";-0,7893;113,9213;2020-02-26;"Indonesia";0;0;0
"7891";"Indonesia";-0,7893;113,9213;2020-02-27;"Indonesia";0;0;0
"7892";"Indonesia";-0,7893;113,9213;2020-02-28;"Indonesia";0;0;0
"7893";"Indonesia";-0,7893;113,9213;2020-02-29;"Indonesia";0;0;0
"7894";"Indonesia";-0,7893;113,9213;2020-03-01;"Indonesia";0;0;0
"7895";"Indonesia";-0,7893;113,9213;2020-03-02;"Indonesia";2;0;0
"7896";"Indonesia";-0,7893;113,9213;2020-03-03;"Indonesia";0;0;0
"7897";"Indonesia";-0,7893;113,9213;2020-03-04;"Indonesia";0;0;0
"7898";"Indonesia";-0,7893;113,9213;2020-03-05;"Indonesia";0;0;0
"7899";"Indonesia";-0,7893;113,9213;2020-03-06;"Indonesia";2;0;0
"7900";"Indonesia";-0,7893;113,9213;2020-03-07;"Indonesia";0;0;0
"7901";"Indonesia";-0,7893;113,9213;2020-03-08;"Indonesia";2;0;0
"7902";"Indonesia";-0,7893;113,9213;2020-03-09;"Indonesia";13;0;0
"7903";"Indonesia";-0,7893;113,9213;2020-03-10;"Indonesia";8;0;2
"7904";"Indonesia";-0,7893;113,9213;2020-03-11;"Indonesia";7;1;0
"7905";"Indonesia";-0,7893;113,9213;2020-03-12;"Indonesia";0;0;0
"7906";"Indonesia";-0,7893;113,9213;2020-03-13;"Indonesia";35;3;0
"7907";"Indonesia";-0,7893;113,9213;2020-03-14;"Indonesia";27;1;6
"7908";"Indonesia";-0,7893;113,9213;2020-03-15;"Indonesia";21;0;0
"7909";"Indonesia";-0,7893;113,9213;2020-03-16;"Indonesia";17;0;0
"7910";"Indonesia";-0,7893;113,9213;2020-03-17;"Indonesia";38;0;0
"7911";"Indonesia";-0,7893;113,9213;2020-03-18;"Indonesia";55;14;3
"7912";"Indonesia";-0,7893;113,9213;2020-03-19;"Indonesia";84;6;0
"7913";"Indonesia";-0,7893;113,9213;2020-03-20;"Indonesia";58;7;4
"7914";"Indonesia";-0,7893;113,9213;2020-03-21;"Indonesia";81;6;0
"7915";"Indonesia";-0,7893;113,9213;2020-03-22;"Indonesia";64;10;14
"7916";"Indonesia";-0,7893;113,9213;2020-03-23;"Indonesia";65;1;0
"7917";"Indonesia";-0,7893;113,9213;2020-03-24;"Indonesia";107;6;1
"7918";"Indonesia";-0,7893;113,9213;2020-03-25;"Indonesia";104;3;1
"7919";"Indonesia";-0,7893;113,9213;2020-03-26;"Indonesia";103;20;4
"7920";"Indonesia";-0,7893;113,9213;2020-03-27;"Indonesia";153;9;11
"7921";"Indonesia";-0,7893;113,9213;2020-03-28;"Indonesia";109;15;13
"7922";"Indonesia";-0,7893;113,9213;2020-03-29;"Indonesia";130;12;5
"7923";"Indonesia";-0,7893;113,9213;2020-03-30;"Indonesia";129;8;11
"7924";"Indonesia";-0,7893;113,9213;2020-03-31;"Indonesia";114;14;6
"7925";"Indonesia";-0,7893;113,9213;2020-04-01;"Indonesia";149;21;22
"7926";"Indonesia";-0,7893;113,9213;2020-04-02;"Indonesia";113;13;9
"7927";"Indonesia";-0,7893;113,9213;2020-04-03;"Indonesia";196;11;22
"7928";"Indonesia";-0,7893;113,9213;2020-04-04;"Indonesia";106;10;16
"7929";"Indonesia";-0,7893;113,9213;2020-04-05;"Indonesia";181;7;14
"7930";"Indonesia";-0,7893;113,9213;2020-04-06;"Indonesia";218;11;28
"7931";"Indonesia";-0,7893;113,9213;2020-04-07;"Indonesia";247;12;12
"7932";"Indonesia";-0,7893;113,9213;2020-04-08;"Indonesia";218;19;18
"7933";"Indonesia";-0,7893;113,9213;2020-04-09;"Indonesia";337;40;30
"7934";"Indonesia";-0,7893;113,9213;2020-04-10;"Indonesia";219;26;30
"7935";"Indonesia";-0,7893;113,9213;2020-04-11;"Indonesia";330;21;4
"7936";"Indonesia";-0,7893;113,9213;2020-04-12;"Indonesia";399;46;73
"7937";"Indonesia";-0,7893;113,9213;2020-04-13;"Indonesia";316;26;21
"7938";"Indonesia";-0,7893;113,9213;2020-04-14;"Indonesia";282;60;46
"7939";"Indonesia";-0,7893;113,9213;2020-04-15;"Indonesia";297;10;20
"7940";"Indonesia";-0,7893;113,9213;2020-04-16;"Indonesia";380;27;102
"7941";"Indonesia";-0,7893;113,9213;2020-04-17;"Indonesia";407;24;59
"7942";"Indonesia";-0,7893;113,9213;2020-04-18;"Indonesia";325;15;24
"7943";"Indonesia";-0,7893;113,9213;2020-04-19;"Indonesia";327;47;55
"7944";"Indonesia";-0,7893;113,9213;2020-04-20;"Indonesia";185;8;61
"7945";"Indonesia";-0,7893;113,9213;2020-04-21;"Indonesia";375;26;95
"7946";"Indonesia";-0,7893;113,9213;2020-04-22;"Indonesia";283;19;71
"7947";"Indonesia";-0,7893;113,9213;2020-04-23;"Indonesia";357;12;47
"7948";"Indonesia";-0,7893;113,9213;2020-04-24;"Indonesia";436;42;42
"7949";"Indonesia";-0,7893;113,9213;2020-04-25;"Indonesia";396;31;40
"7950";"Indonesia";-0,7893;113,9213;2020-04-26;"Indonesia";275;23;65
"7951";"Indonesia";-0,7893;113,9213;2020-04-27;"Indonesia";214;22;44
"7952";"Indonesia";-0,7893;113,9213;2020-04-28;"Indonesia";415;8;103
"7953";"Indonesia";-0,7893;113,9213;2020-04-29;"Indonesia";260;11;137
"7954";"Indonesia";-0,7893;113,9213;2020-04-30;"Indonesia";347;8;131
"7955";"Indonesia";-0,7893;113,9213;2020-05-01;"Indonesia";433;8;69
"7956";"Indonesia";-0,7893;113,9213;2020-05-02;"Indonesia";292;31;74
"7957";"Iran";32;53;2020-01-22;"Iran";0;0;0
"7958";"Iran";32;53;2020-01-23;"Iran";0;0;0
"7959";"Iran";32;53;2020-01-24;"Iran";0;0;0
"7960";"Iran";32;53;2020-01-25;"Iran";0;0;0
"7961";"Iran";32;53;2020-01-26;"Iran";0;0;0
"7962";"Iran";32;53;2020-01-27;"Iran";0;0;0
"7963";"Iran";32;53;2020-01-28;"Iran";0;0;0
"7964";"Iran";32;53;2020-01-29;"Iran";0;0;0
"7965";"Iran";32;53;2020-01-30;"Iran";0;0;0
"7966";"Iran";32;53;2020-01-31;"Iran";0;0;0
"7967";"Iran";32;53;2020-02-01;"Iran";0;0;0
"7968";"Iran";32;53;2020-02-02;"Iran";0;0;0
"7969";"Iran";32;53;2020-02-03;"Iran";0;0;0
"7970";"Iran";32;53;2020-02-04;"Iran";0;0;0
"7971";"Iran";32;53;2020-02-05;"Iran";0;0;0
"7972";"Iran";32;53;2020-02-06;"Iran";0;0;0
"7973";"Iran";32;53;2020-02-07;"Iran";0;0;0
"7974";"Iran";32;53;2020-02-08;"Iran";0;0;0
"7975";"Iran";32;53;2020-02-09;"Iran";0;0;0
"7976";"Iran";32;53;2020-02-10;"Iran";0;0;0
"7977";"Iran";32;53;2020-02-11;"Iran";0;0;0
"7978";"Iran";32;53;2020-02-12;"Iran";0;0;0
"7979";"Iran";32;53;2020-02-13;"Iran";0;0;0
"7980";"Iran";32;53;2020-02-14;"Iran";0;0;0
"7981";"Iran";32;53;2020-02-15;"Iran";0;0;0
"7982";"Iran";32;53;2020-02-16;"Iran";0;0;0
"7983";"Iran";32;53;2020-02-17;"Iran";0;0;0
"7984";"Iran";32;53;2020-02-18;"Iran";0;0;0
"7985";"Iran";32;53;2020-02-19;"Iran";2;2;0
"7986";"Iran";32;53;2020-02-20;"Iran";3;0;0
"7987";"Iran";32;53;2020-02-21;"Iran";13;2;0
"7988";"Iran";32;53;2020-02-22;"Iran";10;1;0
"7989";"Iran";32;53;2020-02-23;"Iran";15;3;0
"7990";"Iran";32;53;2020-02-24;"Iran";18;4;0
"7991";"Iran";32;53;2020-02-25;"Iran";34;4;0
"7992";"Iran";32;53;2020-02-26;"Iran";44;3;49
"7993";"Iran";32;53;2020-02-27;"Iran";106;7;0
"7994";"Iran";32;53;2020-02-28;"Iran";143;8;24
"7995";"Iran";32;53;2020-02-29;"Iran";205;9;50
"7996";"Iran";32;53;2020-03-01;"Iran";385;11;52
"7997";"Iran";32;53;2020-03-02;"Iran";523;12;116
"7998";"Iran";32;53;2020-03-03;"Iran";835;11;0
"7999";"Iran";32;53;2020-03-04;"Iran";586;15;261
"8000";"Iran";32;53;2020-03-05;"Iran";591;15;187
"8001";"Iran";32;53;2020-03-06;"Iran";1234;17;174
"8002";"Iran";32;53;2020-03-07;"Iran";1076;21;756
"8003";"Iran";32;53;2020-03-08;"Iran";743;49;465
"8004";"Iran";32;53;2020-03-09;"Iran";595;43;260
"8005";"Iran";32;53;2020-03-10;"Iran";881;54;337
"8006";"Iran";32;53;2020-03-11;"Iran";958;63;228
"8007";"Iran";32;53;2020-03-12;"Iran";1075;75;0
"8008";"Iran";32;53;2020-03-13;"Iran";1289;85;0
"8009";"Iran";32;53;2020-03-14;"Iran";1365;97;0
"8010";"Iran";32;53;2020-03-15;"Iran";1209;113;1631
"8011";"Iran";32;53;2020-03-16;"Iran";1053;129;0
"8012";"Iran";32;53;2020-03-17;"Iran";1178;135;799
"8013";"Iran";32;53;2020-03-18;"Iran";1192;147;0
"8014";"Iran";32;53;2020-03-19;"Iran";1046;149;321
"8015";"Iran";32;53;2020-03-20;"Iran";1237;149;1035
"8016";"Iran";32;53;2020-03-21;"Iran";966;123;890
"8017";"Iran";32;53;2020-03-22;"Iran";1028;129;296
"8018";"Iran";32;53;2020-03-23;"Iran";1411;127;0
"8019";"Iran";32;53;2020-03-24;"Iran";1762;122;982
"8020";"Iran";32;53;2020-03-25;"Iran";2206;143;712
"8021";"Iran";32;53;2020-03-26;"Iran";2389;157;832
"8022";"Iran";32;53;2020-03-27;"Iran";2926;144;676
"8023";"Iran";32;53;2020-03-28;"Iran";3076;139;546
"8024";"Iran";32;53;2020-03-29;"Iran";2901;123;712
"8025";"Iran";32;53;2020-03-30;"Iran";3186;117;1520
"8026";"Iran";32;53;2020-03-31;"Iran";3110;141;745
"8027";"Iran";32;53;2020-04-01;"Iran";2988;138;817
"8028";"Iran";32;53;2020-04-02;"Iran";2875;124;1238
"8029";"Iran";32;53;2020-04-03;"Iran";2715;134;1224
"8030";"Iran";32;53;2020-04-04;"Iran";2560;158;1801
"8031";"Iran";32;53;2020-04-05;"Iran";2483;151;0
"8032";"Iran";32;53;2020-04-06;"Iran";2274;136;4500
